name_of_drug,use_case_for_drug,effectiveness_rating,number_of_times_prescribed,positive,negative,neutral,compound,base_score
Nifedipine,Hypertensive Emergency,9,6,0.1,0.113,0.787,-0.0644,6.290834689334499
Aviane,Ovarian Cysts,7,4,0.175,0.107,0.719,0.5236,6.168992330132397
Correctol,Constipation,2,1,0.077,0.065,0.859,-0.0991,6.169162419744095
Ethinyl estradiol / norgestimate,Birth Control,10,0,0.046,0.04,0.914,0.0772,6.109306553878857
Dapagliflozin,"Diabetes, Type 2",1,0,0.0,0.234,0.766,-0.891,3.054420106447377
Aripiprazole,Schizophrenia,10,33,0.077,0.077,0.846,0.0027,7.567549647369478
Cefdinir,Bronchitis,1,4,0.015,0.174,0.811,-0.9117,6.548256302136768
Duloxetine,ibromyalgia,9,12,0.051,0.154,0.795,-0.8164,6.471278979163006
Plan B,Emergency Contraception,10,9,0.195,0.089,0.716,0.9719,8.656796740464273
Harvoni,Hepatitis C,10,72,0.136,0.09,0.774,0.296,8.720363418607702
Plan B,Emergency Contraception,10,1,0.11,0.142,0.748,-0.3704,6.80968357898411
Bupropion / naltrexone,Obesity,4,1,0.045,0.107,0.848,-0.4468,6.545569929609518
Zegerid,GERD,10,29,0.072,0.017,0.911,0.7814,8.469379704137364
Levonorgestrel,Emergency Contraception,10,11,0.064,0.112,0.825,-0.8653,7.544492890288928
Nexplanon,Birth Control,2,2,0.091,0.125,0.785,-0.5657,7.579306469455799
Limbrel,Osteoarthritis,2,38,0.09,0.12,0.791,-0.5859,5.4452830654945235
Escitalopram,Anxiety,9,30,0.076,0.231,0.692,-0.5927,7.4518668764055755
Contrave,Obesity,4,21,0.048,0.083,0.868,0.4084,8.050990229542979
Canagliflozin,"Diabetes, Type 2",1,17,0.114,0.166,0.72,-0.3382,5.933027117967472
Megestrol,Weight Loss,9,12,0.165,0.069,0.766,0.9559,6.471278979163006
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,5,10,0.075,0.15,0.775,-0.4404,7.181786620054445
Nexplanon,Birth Control,4,3,0.107,0.15,0.742,-0.1712,8.58780655657903
Otezla,Plaque Psoriasis,9,72,0.066,0.12,0.813,-0.8439,8.816689228427752
Zenzedi,ADHD,10,6,0.038,0.089,0.872,-0.5162,6.1731344641759245
Etonogestrel,Birth Control,10,0,0.095,0.138,0.767,-0.2508,6.109306553878857
Gabapentin,Pain,4,27,0.313,0.0,0.687,0.6249,7.723763454127603
Sprintec,Birth Control,1,0,0.101,0.098,0.801,0.0516,3.054420106447377
Pristiq,Obesity,8,18,0.121,0.08,0.8,0.4576,5.47795598012679
Gabapentin,ibromyalgia,8,166,0.0,0.121,0.879,-0.9294,7.782840085111513
Deplin,Depression,10,101,0.266,0.0,0.734,0.4404,6.280866122628435
Dimenhydrinate,Motion Sickness,10,13,0.211,0.059,0.73,0.765,6.256623555456827
Invega,Bipolar Disorde,10,88,0.083,0.024,0.894,0.7555,6.11031604227956
Duloxetine,Pain,8,5,0.06,0.209,0.731,-0.9745,6.124057251494149
Zoloft,Obsessive Compulsive Disorde,10,165,0.057,0.1,0.843,-0.3048,7.636241468715546
Nitrofurantoin,Urinary Tract Infection,8,12,0.032,0.178,0.79,-0.8172,5.1337406888149335
Lorcet 10 / 650,Back Pain,10,22,0.17,0.223,0.607,-0.0772,8.757200984608478
Minastrin 24 Fe,Birth Control,3,7,0.0,0.03,0.97,-0.2942,6.735530407131733
Desvenlafaxine,Depression,10,26,0.011,0.162,0.827,-0.9313,6.653815670753763
Letrozole,"Breast Cancer, Adjuvant",5,53,0.048,0.19,0.762,-0.9682,7.292011103822078
Cefuroxime,Sinusitis,10,81,0.108,0.181,0.711,-0.6124,6.459031227866224
Dulaglutide,"Diabetes, Type 2",10,48,0.08,0.148,0.772,-0.7944,8.34304217326435
Miconazole,Vaginal Yeast Infection,3,5,0.116,0.145,0.739,-0.4039,7.408418703059745
Medroxyprogesterone,Abnormal Uterine Bleeding,5,8,0.13,0.093,0.777,0.8121,6.132623614626235
Belladonna / opium,Overactive Bladde,10,49,0.118,0.181,0.701,-0.8074,7.14772434856246
Levonorgestrel,Birth Control,6,8,0.054,0.178,0.768,-0.9189,4.878733980113638
Omalizumab,Urticaria,1,6,0.033,0.363,0.605,-0.9201,3.1839555369340493
Macrobid,Urinary Tract Infection,1,33,0.0,0.082,0.918,-0.34,5.466945060053988
Acetaminophen / butalbital / caffeine,Headache,10,23,0.116,0.067,0.816,0.34,8.215482906027418
Lamotrigine,Bipolar Disorde,10,9,0.0,0.0,1.0,0.0,8.656796740464273
Buprenorphine / naloxone,Opiate Dependence,9,16,0.228,0.054,0.718,0.7902,8.805914067059051
Camrese,Birth Control,10,0,0.057,0.118,0.825,-0.6988,6.109306553878857
Mesalamine,Crohn's Disease,10,11,0.0,0.0,1.0,0.0,7.544492890288928
Lo Loestrin Fe,Birth Control,9,9,0.114,0.207,0.679,-0.5574,8.753452412523746
Latisse,8</span> users found this comment helpful.,10,8,0.0,0.216,0.784,-0.296,7.737592628105482
Ledipasvir / sofosbuvir,Hepatitis C,10,35,0.177,0.063,0.761,0.9147,8.648336695522234
Accutane,Acne,10,6,0.117,0.167,0.716,-0.4019,6.1731344641759245
Vilazodone,Depression,1,41,0.07,0.0,0.93,0.4912,7.046267898889967
Lexapro,Anxiety,8,50,0.096,0.142,0.762,-0.5686,4.893358162533897
Fluoxetine,Depression,7,28,0.1,0.089,0.811,0.5492,6.650839934428264
Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,10,18,0.042,0.044,0.915,-0.0258,6.633970466631683
Loratadine,Urticaria,10,26,0.0,0.0,1.0,0.0,6.653815670753763
Ethinyl estradiol / levonorgestrel,Birth Control,9,1,0.097,0.116,0.787,0.128,6.920059185010526
Implanon,Birth Control,10,1,0.188,0.096,0.716,0.5574,6.80968357898411
Viibryd,Depression,10,276,0.049,0.133,0.817,-0.3612,6.2746276406435815
Suboxone,Opiate Dependence,10,172,0.084,0.104,0.812,-0.6792,8.419842205664573
Mucinex D,Cough and Nasal Congestion,10,25,0.0,0.211,0.789,-0.966,6.1234614690910565
Kyleena,Birth Control,8,1,0.063,0.1,0.837,-0.4744,5.691791949528471
Naphazoline,Nasal Congestion,10,24,0.165,0.078,0.757,0.2892,6.975487703374523
Infliximab,Psoriasis,10,0,0.094,0.075,0.831,0.296,6.109306553878857
Yaz,Acne,10,15,0.12,0.093,0.786,0.7014,8.482883456649951
Fluoxetine,Depression,9,1,0.07,0.145,0.784,-0.5712,6.920059185010526
Drospirenone / ethinyl estradiol,Birth Control,6,0,0.205,0.053,0.741,0.9761,0.899075571349414
Miconazole,Vaginal Yeast Infection,1,2,0.098,0.083,0.819,0.2593,6.1693738810759235
Levaquin,Bronchitis,9,33,0.17,0.131,0.699,0.4019,7.671184512137573
Buprenorphine,Pain,8,138,0.065,0.177,0.758,-0.8175,4.875669195764053
Bisoprolol / hydrochlorothiazide,High Blood Pressure,2,9,0.0,0.202,0.798,-0.908,8.214575523882102
Dulaglutide,"Diabetes, Type 2",9,22,0.121,0.048,0.831,0.9359,8.853339021798474
Bupropion,Depression,1,20,0.08,0.101,0.819,-0.5142,4.619382159499218
Avelox,Pneumonia,8,35,0.103,0.109,0.788,0.0128,7.818854148514794
Ciprofloxacin,Bacterial Infection,1,8,0.0,0.103,0.897,-0.3182,5.707023638890452
Lorcaserin,Obesity,9,36,0.103,0.052,0.845,0.6873,7.817778680932112
Phentermine,Weight Loss,10,27,0.142,0.063,0.795,0.9293,7.921906947449914
Tretinoin,Acne,8,6,0.124,0.0,0.876,0.7964,4.903100820083972
Cymbalta,Chronic Pain,7,52,0.081,0.145,0.774,-0.6322,5.314757599698341
Victoza,"Diabetes, Type 2",10,30,0.142,0.072,0.786,0.6326,7.346453168347591
Guaifenesin / phenylephrine,Cough and Nasal Congestion,10,6,0.042,0.081,0.877,-0.6719,6.1731344641759245
Sertraline,Panic Disorde,10,79,0.367,0.071,0.562,0.9655,8.63954577381299
Nystatin,Vaginal Yeast Infection,8,20,0.152,0.208,0.64,-0.0848,5.918437868438534
Klonopin,Anxiety,10,41,0.27,0.202,0.528,0.7031,8.743005258264253
Diclofenac,Pain,10,66,0.0,0.209,0.791,-0.9528,8.756848808764945
Venlafaxine,Anxiety,1,5,0.038,0.165,0.797,-0.8916,4.884977122534999
Levonorgestrel,Abnormal Uterine Bleeding,9,37,0.133,0.098,0.769,0.6883,6.590175893363125
Monistat 7,Vaginal Yeast Infection,1,3,0.119,0.124,0.757,-0.1685,7.0500866311617765
Ativan,Anxiety,10,68,0.15,0.151,0.699,-0.009,6.952928251886957
Buprenorphine / naloxone,Opiate Dependence,9,55,0.07,0.131,0.799,-0.8335,7.625362103342714
Levemir,"Diabetes, Type 2",3,10,0.0,0.0,1.0,0.0,8.809536634711788
Ethinyl estradiol / levonorgestrel,Birth Control,8,11,0.192,0.08,0.728,0.9155,6.562115937095545
Escitalopram,Anxiety,2,24,0.101,0.096,0.803,-0.1127,6.3570744889089905
MoviPrep,Bowel Preparation,10,49,0.16,0.063,0.777,0.8697,7.14772434856246
Methylphenidate,ADHD,8,13,0.055,0.043,0.902,0.3331,5.008960616814497
Citalopram,Depression,8,771,0.05,0.16,0.79,-0.7227,6.948737562039981
Voltaren Gel,Pain,8,58,0.061,0.081,0.858,-0.2023,6.385730504909782
Suprep Bowel Prep Kit,Bowel Preparation,10,13,0.057,0.178,0.765,-0.6369,6.256623555456827
Bupropion / naltrexone,Obesity,8,19,0.114,0.064,0.822,0.9016,4.844844184750362
Podofilox,Condylomata Acuminata,8,3,0.087,0.088,0.825,-0.2617,7.927925645495847
Restoril,Insomnia,9,136,0.055,0.0,0.945,0.4404,8.409016068117285
Tioconazole,Vaginal Yeast Infection,1,4,0.079,0.058,0.863,0.4979,6.548256302136768
Viagra,Erectile Dysfunction,10,88,0.278,0.056,0.666,0.9738,6.11031604227956
Klonopin,Insomnia,10,97,0.035,0.153,0.812,-0.9493,8.672717556587331
ParaGard,Birth Control,1,10,0.088,0.036,0.876,0.7113,6.8294758571584
Contrave,Weight Loss,4,10,0.045,0.121,0.834,-0.8349,8.408472604559076
Nucynta,Pain,10,14,0.152,0.128,0.72,0.3341,7.369878171891573
Morphine,Pain,7,30,0.084,0.102,0.814,-0.0907,4.680160021891707
Pristiq,Depression,5,13,0.115,0.171,0.714,-0.7551,4.049941991524834
Acetaminophen / hydrocodone,Pain,8,25,0.132,0.061,0.807,0.5815,4.839710405165771
Seasonique,Birth Control,4,3,0.105,0.131,0.764,-0.2431,8.58780655657903
Lacosamide,Seizures,6,67,0.109,0.117,0.774,-0.5119,5.592373759926557
Gabapentin,Pain,8,52,0.084,0.114,0.802,-0.1819,6.8112585205684
Apri,Birth Control,5,0,0.084,0.236,0.681,-0.9638,3.8128660300863055
Tretinoin,Acne,10,55,0.153,0.024,0.823,0.8754,7.521367267772852
Azithromycin,Chlamydia Infection,10,10,0.067,0.137,0.796,-0.9387,8.574485878929147
Milnacipran,ibromyalgia,10,80,0.088,0.063,0.848,0.1134,7.6928031082515345
Cyclobenzaprine,Muscle Spasm,6,41,0.069,0.0,0.931,0.8481,6.379682415884223
Acetaminophen / oxycodone,Chronic Pain,10,48,0.099,0.23,0.671,-0.5719,8.34304217326435
Oxytrol,Overactive Bladde,2,58,0.036,0.0,0.964,0.3612,6.826035033295717
Silenor,Insomnia,10,35,0.14,0.0,0.86,0.7076,8.648336695522234
Lisinopril,High Blood Pressure,1,37,0.137,0.16,0.702,-0.3549,3.7535199206371592
Ethinyl estradiol / norethindrone,Birth Control,1,2,0.145,0.02,0.835,0.8495,6.1693738810759235
Sildenafil,Erectile Dysfunction,2,15,0.041,0.151,0.807,-0.7667,8.025552889864404
Cholestyramine,Irritable Bowel Syndrome,10,65,0.052,0.097,0.85,-0.4341,8.25088976727308
Lurasidone,Schizophrenia,10,29,0.235,0.066,0.699,0.7755,8.469379704137364
Depo-Provera,Birth Control,3,2,0.074,0.192,0.734,-0.9594,8.309528553381194
Ortho Evra,Birth Control,10,30,0.248,0.0,0.752,0.9644,7.346453168347591
Flurazepam,Insomnia,8,8,0.198,0.12,0.682,0.1027,6.785657415594868
Sumatriptan,Migraine,10,6,0.389,0.0,0.611,0.7901,6.1731344641759245
Quetiapine,Post Traumatic Stress Disorde,2,25,0.016,0.083,0.902,-0.7391,5.377617106999336
Amphetamine / dextroamphetamine,ADHD,6,3,0.146,0.151,0.703,-0.0516,6.383855104378132
Doxycycline,Acne,10,16,0.172,0.038,0.789,0.9614,8.709532579215772
Robaxin-750,Muscle Spasm,9,33,0.0,0.0,1.0,0.0,7.671184512137573
Naloxegol,"Constipation, Drug Induced",1,24,0.0,0.222,0.778,-0.9052,4.583896423265005
Breo Ellipta,Asthma,10,12,0.154,0.0,0.846,0.938,6.355865537958907
Zonisamide,Migraine Prevention,7,18,0.041,0.082,0.877,-0.399,3.433064691451144
Warfarin,"Pulmonary Embolism, Recurrent Event",10,30,0.101,0.045,0.854,0.5106,7.346453168347591
Amlodipine,High Blood Pressure,1,110,0.051,0.223,0.726,-0.9763,7.063065465166237
Midazolam,Light Sedation,9,8,0.267,0.043,0.69,0.977,7.839952234736723
Parnate,Depression,10,29,0.0,0.171,0.829,-0.5719,8.469379704137364
Gabapentin,ibromyalgia,2,5,0.121,0.312,0.567,-0.7757,6.577285637571317
Saxenda,Obesity,9,17,0.162,0.062,0.776,0.8444,8.001996457056773
Sulfamethoxazole / trimethoprim,Urinary Tract Infection,3,15,0.236,0.131,0.633,0.3612,8.717870858108787
Desogestrel / ethinyl estradiol,Birth Control,2,6,0.026,0.147,0.827,-0.9445,5.435788645482299
Movantik,Opioid-Induced Constipation,10,10,0.066,0.06,0.875,-0.2379,8.574485878929147
Estradiol,Postmenopausal Symptoms,2,25,0.056,0.031,0.913,0.2732,5.377617106999336
Carisoprodol,Muscle Spasm,10,44,0.167,0.103,0.73,0.6486,6.109558961391044
Trihexyphenidyl,Extrapyramidal Reaction,7,4,0.141,0.074,0.785,0.5926,6.168992330132397
Ropinirole,Restless Legs Syndrome,4,30,0.0,0.162,0.838,-0.8176,7.116262677990682
Tri-Sprintec,Birth Control,10,27,0.098,0.083,0.819,0.4731,7.921906947449914
Invega Sustenna,Schizophrenia,10,19,0.336,0.0,0.664,0.8225,6.127475169414972
Omeprazole,Indigestion,10,29,0.259,0.0,0.741,0.6369,8.469379704137364
Cetirizine,Urticaria,9,60,0.04,0.052,0.908,-0.1984,8.800014287185085
Acetaminophen / hydrocodone,Pain,10,4,0.292,0.371,0.337,-0.1779,8.358950719271757
Mephobarbital,Epilepsy,9,11,0.0,0.034,0.966,-0.4389,7.648306726574672
Phentermine,Weight Loss,8,3,0.013,0.146,0.841,-0.937,7.927925645495847
Lisdexamfetamine,ADHD,10,42,0.167,0.039,0.794,0.9651,8.05477107192397
Amphetamine / dextroamphetamine,ADHD,9,64,0.105,0.065,0.83,0.5831,7.1292468112434815
Nexplanon,Birth Control,10,11,0.155,0.077,0.768,0.8442,7.544492890288928
Euflexxa,Osteoarthritis,10,25,0.109,0.072,0.818,0.6607,6.1234614690910565
Chlordiazepoxide,Alcohol Withdrawal,10,37,0.09,0.111,0.799,-0.4455,6.476183149656864
Ethinyl estradiol / norgestimate,Birth Control,4,2,0.096,0.163,0.742,-0.8492,7.884224520147357
Ethinyl estradiol / norethindrone,Endometriosis,1,1,0.119,0.136,0.745,-0.5248,4.319273404069607
Etonogestrel,Birth Control,1,5,0.148,0.182,0.669,-0.8613,4.884977122534999
Norethindrone,Birth Control,10,4,0.129,0.045,0.826,0.8273,8.358950719271757
Moxifloxacin,Sinusitis,1,14,0.0,0.13,0.87,-0.7184,5.1811107983024085
Xarelto,Deep Vein Thrombosis,6,10,0.024,0.041,0.935,-0.3214,6.141999516227384
Sodium biphosphate / sodium phosphate,Bowel Preparation,9,5,0.123,0.0,0.877,0.6369,7.277927183306573
Asenapine,Schizoaffective Disorde,9,72,0.129,0.121,0.75,0.302,8.816689228427752
Sertraline,Depression,9,24,0.138,0.216,0.646,-0.8067,7.084225295181232
Keflex,Skin or Soft Tissue Infection,10,70,0.036,0.057,0.907,-0.2003,6.6739008218307845
Orlistat,Obesity,5,0,0.173,0.045,0.782,0.9687,3.8128660300863055
Medroxyprogesterone,Abnormal Uterine Bleeding,6,4,0.052,0.143,0.805,-0.9398,5.831127652885081
Escitalopram,Depression,10,5,0.122,0.245,0.633,-0.9492,7.170997223562014
Effexor XR,Postpartum Depression,9,16,0.142,0.124,0.734,0.5832,8.805914067059051
Propranolol,Migraine Prevention,9,7,0.022,0.302,0.677,-0.9895,6.607445106972985
Plan B One-Step,Emergency Contraception,10,9,0.1,0.162,0.738,-0.7958,8.656796740464273
Plan B,Emergency Contraception,10,2,0.034,0.078,0.888,-0.8199,8.074493292790843
Solodyn,Acne,10,38,0.024,0.136,0.84,-0.7605,6.181254371017418
Ethinyl estradiol / levonorgestrel,Birth Control,4,1,0.094,0.114,0.793,-0.3172,6.545569929609518
Wellbutrin XL,Depression,10,64,0.161,0.042,0.797,0.942,7.020941076931112
Depo-Provera,Birth Control,10,6,0.159,0.108,0.734,0.2716,6.1731344641759245
Clomid,emale Infertility,10,232,0.0,0.047,0.953,-0.4019,6.287165153610222
Desogestrel / ethinyl estradiol,Birth Control,1,3,0.028,0.236,0.736,-0.9001,7.0500866311617765
Azithromycin,Tonsillitis/Pharyngitis,8,20,0.051,0.045,0.904,0.0508,5.918437868438534
Cymbalta,4</span> users found this comment helpful.,8,4,0.179,0.114,0.708,0.9318,7.493869596318778
Azithromycin,Upper Respiratory Tract Infection,7,12,0.056,0.127,0.818,-0.7665,2.8489295685288183
Prochlorperazine,Nausea/Vomiting,1,19,0.0,0.756,0.244,-0.4767,3.091706666281565
Medroxyprogesterone,Abnormal Uterine Bleeding,8,9,0.035,0.093,0.872,-0.5719,7.828314657173991
Drospirenone / ethinyl estradiol,Birth Control,8,18,0.193,0.082,0.725,0.9262,5.47795598012679
Ethinyl estradiol / norgestimate,Birth Control,9,0,0.0,0.258,0.742,-0.6392,6.227844379644332
Xarelto,Atrial Fibrillation,7,2,0.044,0.146,0.81,-0.9436,5.771316867725653
Dymista,Allergic Rhinitis,9,14,0.098,0.0,0.902,0.5719,7.475096634526175
Zoloft,Depression,1,34,0.0,0.0,1.0,0.0,6.843570493964942
Desvenlafaxine,Anxiety,9,21,0.093,0.134,0.773,-0.3907,8.332361850351921
Bupropion / naltrexone,Obesity,1,8,0.076,0.096,0.828,-0.2498,5.707023638890452
Tramadol,Back Pain,9,44,0.111,0.189,0.7,-0.8591,6.228093433727354
Desvenlafaxine,Depression,2,29,0.087,0.13,0.783,-0.1901,8.010852023087544
Adapalene,Acne,7,2,0.03,0.108,0.862,-0.7927,5.771316867725653
Adapalene / benzoyl peroxide,Acne,3,11,0.132,0.018,0.85,0.9312,7.780501250674829
Sumatriptan,Cluster Headaches,9,16,0.113,0.052,0.835,0.4019,8.805914067059051
Temazepam,Insomnia,10,39,0.034,0.144,0.821,-0.7712,7.19431641656822
Silodosin,Benign Prostatic Hyperplasia,1,0,0.0,0.126,0.874,-0.9099,3.054420106447377
Methylphenidate,ADHD,8,21,0.074,0.022,0.904,0.7,7.3518843048542895
Thyroid desiccated,Hashimoto's disease,10,157,0.081,0.107,0.812,-0.3182,6.114409347849527
Drospirenone / ethinyl estradiol / levomefolate calcium,Acne,3,14,0.101,0.395,0.504,-0.872,7.6064654188188525
Zyprexa,Depression,2,117,0.031,0.129,0.841,-0.8718,7.9804806712455525
Junel Fe 1 / 20,Birth Control,9,11,0.109,0.074,0.817,0.2979,7.648306726574672
Diltiazem,Atrial Fibrillation,5,20,0.0,0.179,0.821,-0.5859,5.143886122227377
Lansoprazole,GERD,10,10,0.298,0.0,0.702,0.5256,8.574485878929147
Adapalene / benzoyl peroxide,Acne,4,10,0.112,0.089,0.8,0.1949,8.408472604559076
Lactulose,"Constipation, Acute",9,51,0.105,0.077,0.817,0.5124,6.625022331454983
Zolpidem,Insomnia,9,26,0.246,0.0,0.754,0.9485,6.765825685915322
R-Tanna,Allergic Rhinitis,10,2,0.033,0.138,0.83,-0.5859,8.074493292790843
Sertraline,Anxiety and Stress,5,4,0.09,0.111,0.799,-0.1496,6.916893730093862
Implanon,Birth Control,7,4,0.053,0.108,0.84,-0.7942,6.168992330132397
Loestrin 24 Fe,Birth Control,8,2,0.261,0.025,0.713,0.9577,7.171574816814388
Nexplanon,Birth Control,8,21,0.086,0.082,0.832,-0.1408,7.3518843048542895
Secukinumab,Plaque Psoriasis,6,3,0.062,0.084,0.854,-0.501,6.383855104378132
Atralin,Acne,10,20,0.049,0.09,0.862,-0.3624,6.998161370910088
Miconazole,Vaginal Yeast Infection,5,3,0.099,0.128,0.772,-0.6805,7.390379335933776
Qsymia,Obesity,5,26,0.095,0.199,0.707,-0.9529,4.6528727393349785
Zolmitriptan,Migraine,9,6,0.111,0.034,0.855,0.743,6.290834689334499
Bupropion / naltrexone,Obesity,10,34,0.03,0.026,0.944,0.0516,8.585381211066728
TriNessa,Birth Control,10,6,0.068,0.219,0.713,-0.932,6.1731344641759245
Oseltamivir,Influenza,9,0,0.072,0.0,0.928,0.4902,6.227844379644332
Oxymetazoline,Nasal Congestion,8,8,0.181,0.161,0.657,0.3348,6.785657415594868
Depakote ER,Bipolar Disorde,10,14,0.0,0.196,0.804,-0.296,7.369878171891573
Ethinyl estradiol / levonorgestrel,Birth Control,1,1,0.103,0.221,0.676,-0.9719,4.319273404069607
Armour Thyroid,"Hypothyroidism, After Thyroid Removal",1,56,0.107,0.198,0.695,-0.803,3.508197034006709
Wellbutrin SR,Depression,10,85,0.132,0.094,0.774,0.8419,8.739669778816722
Chantix,Smoking Cessation,10,58,0.21,0.086,0.704,0.9653,7.393285995684158
Duragesic,Pain,7,129,0.079,0.123,0.797,-0.5489,6.678588387134298
Xyzal,Allergic Rhinitis,9,12,0.0,0.0,1.0,0.0,6.471278979163006
Pristiq,Depression,8,73,0.145,0.11,0.745,0.6589,7.602693675892517
Bupropion,Major Depressive Disorde,7,0,0.0,0.0,1.0,0.0,2.2348399436105684
Etonogestrel,Birth Control,9,11,0.12,0.061,0.82,0.7975,7.648306726574672
Cefdinir,Sinusitis,10,2,0.046,0.082,0.872,-0.6754,8.074493292790843
Ethinyl estradiol / levonorgestrel,Birth Control,6,21,0.034,0.029,0.937,0.0772,5.64588547299384
Tafinlar,"Melanoma, Metastatic",9,8,0.076,0.175,0.749,-0.7935,7.839952234736723
Orencia,Rheumatoid Arthritis,9,144,0.05,0.037,0.913,0.1272,6.429392770027317
Oseltamivir,Influenza,1,8,0.031,0.307,0.662,-0.9676,5.707023638890452
Diclofenac,Migraine,10,15,0.0,0.223,0.777,-0.4895,8.482883456649951
Milnacipran,ibromyalgia,5,76,0.045,0.126,0.83,-0.8645,4.251591471347226
Phentermine,Obesity,10,44,0.16,0.076,0.765,0.9216,6.109558961391044
Ortho Evra,Birth Control,9,8,0.11,0.028,0.862,0.802,7.839952234736723
Gabapentin,Pain,1,130,0.118,0.145,0.737,-0.6588,6.08851068485596
Ethinyl estradiol / etonogestrel,Birth Control,9,7,0.196,0.047,0.757,0.959,6.607445106972985
Previfem,Birth Control,9,1,0.135,0.08,0.785,0.7461,6.920059185010526
Zoloft,Major Depressive Disorde,1,11,0.062,0.101,0.837,-0.6178,5.433997586477339
Etonogestrel,Birth Control,9,2,0.078,0.113,0.809,-0.1779,8.174543577159849
Effexor,Depression,1,15,0.079,0.185,0.736,-0.9386,6.71052568386338
Gabapentin,Trigeminal Neuralgia,8,23,0.07,0.142,0.788,-0.8849,7.331694342495978
Yaz,Birth Control,9,14,0.323,0.041,0.636,0.9022,7.475096634526175
Bactrim DS,Urinary Tract Infection,1,11,0.078,0.085,0.838,-0.1027,5.433997586477339
Diclofenac,Back Pain,5,12,0.149,0.15,0.701,-0.0217,4.205095892187221
Bupropion / naltrexone,Obesity,6,4,0.131,0.14,0.729,-0.3291,5.831127652885081
Celexa,Depression,10,31,0.18,0.188,0.632,-0.1697,6.245137350785216
Hyaluronan,Osteoarthritis,9,12,0.111,0.023,0.866,0.6855,6.471278979163006
Ethinyl estradiol / norethindrone,Birth Control,1,7,0.045,0.091,0.864,-0.6944,3.7845039965740233
Tamiflu,Influenza,10,5,0.136,0.076,0.788,0.2682,7.170997223562014
Xanax,Panic Disorde,10,44,0.134,0.104,0.763,0.6486,6.109558961391044
Mirena,Abnormal Uterine Bleeding,1,8,0.0,0.117,0.883,-0.8402,5.707023638890452
Implanon,Birth Control,10,6,0.075,0.261,0.664,-0.75,6.1731344641759245
Desvenlafaxine,Depression,1,27,0.09,0.244,0.665,-0.9772,5.9619812125321685
Bisacodyl,Constipation,7,7,0.121,0.05,0.829,0.5719,3.14878389340544
Ethinyl estradiol / norethindrone,Birth Control,5,34,0.047,0.08,0.873,-0.4215,7.195093470541755
Bupropion,Depression,10,48,0.11,0.082,0.808,0.6939,8.34304217326435
Patanol,Seasonal Allergic Conjunctivitis,1,19,0.0,0.07,0.93,-0.4019,3.091706666281565
